G3,1790,AEP,2442,GRU,2564,,0,738
G3,1790,AJU,2522,GIG,2560,,0,738 73G
G3,1790,AJU,2522,GRU,2564,,0,73G 738
G3,1790,AJU,2522,SSA,2621,,0,738
G3,1790,ASU,2699,GRU,2564,,0,738 73G
G3,1790,AUA,2895,CCS,2851,,0,738
G3,1790,BEL,2526,BSB,2531,,0,738 73G
G3,1790,BEL,2526,FOR,2559,,0,738 73G
G3,1790,BEL,2526,GIG,2560,,0,738
G3,1790,BEL,2526,GRU,2564,,0,738
G3,1790,BEL,2526,MAB,2584,,0,73G 738
G3,1790,BEL,2526,MAO,2551,,0,73G
G3,1790,BEL,2526,MCP,2591,,0,738 73G
G3,1790,BEL,2526,SLZ,2616,,0,738
G3,1790,BEL,2526,STM,4092,,0,73G 738
G3,1790,BGI,2875,GRU,2564,,0,738
G3,1790,BPS,4209,CNF,2537,,0,738
G3,1790,BPS,4209,GRU,2564,,0,738
G3,1790,BPS,4209,SSA,2621,,0,738
G3,1790,BSB,2531,BEL,2526,,0,738
G3,1790,BSB,2531,CGB,2548,,0,738
G3,1790,BSB,2531,CGH,2618,,0,738 73G
G3,1790,BSB,2531,CGR,2538,,0,738
G3,1790,BSB,2531,CNF,2537,,0,738 73G
G3,1790,BSB,2531,CWB,2545,,0,73G 738
G3,1790,BSB,2531,FOR,2559,,0,73G 738
G3,1790,BSB,2531,GIG,2560,,0,738 73G
G3,1790,BSB,2531,GRU,2564,,0,738 73G
G3,1790,BSB,2531,GYN,2562,,0,738 73G
G3,1790,BSB,2531,IMP,2572,,0,73G
G3,1790,BSB,2531,JPA,2575,,0,738
G3,1790,BSB,2531,MAB,2584,,0,738 73G
G3,1790,BSB,2531,MAO,2551,,0,738 73G
G3,1790,BSB,2531,MCZ,2590,,0,738
G3,1790,BSB,2531,NAT,2597,,0,73G 738
G3,1790,BSB,2531,PMW,4214,,0,738 73G
G3,1790,BSB,2531,POA,2599,,0,738
G3,1790,BSB,2531,PVH,2607,,0,738
G3,1790,BSB,2531,RBR,2609,,0,73G
G3,1790,BSB,2531,REC,2610,,0,738
G3,1790,BSB,2531,SDU,2612,,0,738 73G
G3,1790,BSB,2531,SLZ,2616,,0,738
G3,1790,BSB,2531,SSA,2621,,0,738
G3,1790,BSB,2531,THE,2623,,0,73G 738
G3,1790,BSB,2531,VCP,2578,,0,738
G3,1790,BVB,2533,MAO,2551,,0,738 73G
G3,1790,CCS,2851,AUA,2895,,0,738
G3,1790,CCS,2851,GRU,2564,,0,738
G3,1790,CCS,2851,PUJ,1760,,0,738
G3,1790,CGB,2548,BSB,2531,,0,738
G3,1790,CGB,2548,CGH,2618,,0,738
G3,1790,CGB,2548,CGR,2538,,0,738
G3,1790,CGB,2548,GIG,2560,,0,738
G3,1790,CGB,2548,GRU,2564,,0,738 73G
G3,1790,CGB,2548,PVH,2607,,0,73G
G3,1790,CGH,2618,BSB,2531,,0,738 73G
G3,1790,CGH,2618,CGB,2548,,0,738
G3,1790,CGH,2618,CGR,2538,,0,738 73G
G3,1790,CGH,2618,CLV,4215,,0,73G
G3,1790,CGH,2618,CNF,2537,,0,738 73G
G3,1790,CGH,2618,CWB,2545,,0,738 73G
G3,1790,CGH,2618,CXJ,2547,,0,73G 738
G3,1790,CGH,2618,FLN,2555,,0,73G 738
G3,1790,CGH,2618,GIG,2560,,0,738 73G
G3,1790,CGH,2618,GYN,2562,,0,738 73G
G3,1790,CGH,2618,JOI,2576,,0,73G
G3,1790,CGH,2618,JTC,8238,,0,73G
G3,1790,CGH,2618,LDB,2581,,0,73G
G3,1790,CGH,2618,MGF,2586,,0,738 73G
G3,1790,CGH,2618,NVT,2595,,0,73G
G3,1790,CGH,2618,POA,2599,,0,738 73G
G3,1790,CGH,2618,PPB,2550,,0,73G
G3,1790,CGH,2618,SDU,2612,,0,738
